"graph","embedder","f_score","name"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","verse",0.762557077625571,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","verse",0.738842975206612,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","verse",0.808896210873147,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","verse",0.761300555114988,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","verse",0.795969773299748,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","verse",0.76369582992641,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","verse",0.751718869365928,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","verse",0.779097387173397,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","verse",0.741433021806854,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","verse",0.743178170144462,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","verse",0.747474747474747,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","verse",0.733047210300429,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","verse",0.775988286969253,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","verse",0.761133603238866,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","verse",0.777038269550749,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","verse",0.754303599374022,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","verse",0.773643410852713,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","verse",0.787928221859706,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","verse",0.780662488809311,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","verse",0.757346767422334,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","verse",0.758308157099698,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","verse",0.736186770428016,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","verse",0.766638584667228,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","verse",0.746774193548387,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","verse",0.76695652173913,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","verse",0.755629691409508,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","verse",0.77906976744186,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","verse",0.762836185819071,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","verse",0.764026402640264,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","verse",0.786195286195286,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","verse",0.777424483306836,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","verse",0.784988272087568,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","verse",0.775834658187599,"80-20"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_7","spring",0.770017035775128,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_18","spring",0.745098039215686,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_25","spring",0.77863436123348,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_24","spring",0.755484216158373,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_13","spring",0.761682242990654,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_22","spring",0.761655316919853,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_46","spring",0.740782756664776,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_49","spring",0.734348561759729,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_0","spring",0.756786703601108,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_5","spring",0.742117117117117,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_8","spring",0.766611751784734,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_12","spring",0.762909494725153,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_23","spring",0.766072393300918,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_2","spring",0.75503355704698,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_44","spring",0.780356179168915,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_31","spring",0.762693156732892,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_16","spring",0.75,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_43","spring",0.748694138131166,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_14","spring",0.753735473159934,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_38","spring",0.747976878612717,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_29","spring",0.749564206856479,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_26","spring",0.762285714285714,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","spring",0.76070816676185,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","spring",0.762059620596206,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","spring",0.766355140186916,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","spring",0.764297167290219,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","spring",0.75540765391015,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","spring",0.77665544332211,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","spring",0.761743067345784,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","spring",0.758169934640523,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","spring",0.749276201505501,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","spring",0.762463343108504,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","spring",0.754951895868704,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","spring",0.767609539656129,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","spring",0.771689497716895,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","spring",0.769144144144144,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","spring",0.751224823081111,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","spring",0.766439909297052,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","spring",0.752098489087857,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","spring",0.762061403508772,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","spring",0.776572668112798,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","spring",0.762534435261708,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","spring",0.738355376653249,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","spring",0.756229685807151,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","spring",0.736063708759955,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","spring",0.757248436611711,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","spring",0.73758865248227,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","spring",0.761210762331839,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","spring",0.76216814159292,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","spring",0.778456413103831,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_7","node2vec",0.733574754267977,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_18","node2vec",0.726420010422095,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_25","node2vec",0.761760242792109,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_13","node2vec",0.725949037961518,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_22","node2vec",0.748723186925434,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_24","node2vec",0.738414006179197,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_46","node2vec",0.720930232558139,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_0","node2vec",0.743589743589744,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_49","node2vec",0.707805907172996,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_5","node2vec",0.720626631853786,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_8","node2vec",0.741653826399589,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_2","node2vec",0.741584671154842,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_12","node2vec",0.737764039155075,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_23","node2vec",0.751274209989806,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_31","node2vec",0.740359897172237,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_44","node2vec",0.751020408163265,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_16","node2vec",0.727462219906201,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_43","node2vec",0.719832109129066,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_29","node2vec",0.722627737226277,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_14","node2vec",0.735537190082645,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_38","node2vec",0.721961398017736,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_26","node2vec",0.728690228690229,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","node2vec",0.736462093862816,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","node2vec",0.735157459989675,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","node2vec",0.746161719549642,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","node2vec",0.747443762781186,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","node2vec",0.735157459989675,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","node2vec",0.746161719549642,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","node2vec",0.737764039155075,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","node2vec",0.746543778801843,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","node2vec",0.735810113519092,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","node2vec",0.713910761154856,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","node2vec",0.73749355337803,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","node2vec",0.741653826399589,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","node2vec",0.739175257731959,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","node2vec",0.727272727272727,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","node2vec",0.736189984512132,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","node2vec",0.735370274469187,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","node2vec",0.741653826399589,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","node2vec",0.731048805815161,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","node2vec",0.755487493619193,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","node2vec",0.739443872296601,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","node2vec",0.726698262243286,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","node2vec",0.723004694835681,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","node2vec",0.732540093119503,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","node2vec",0.733195449844881,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","node2vec",0.733850129198966,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","node2vec",0.718619246861925,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","node2vec",0.744473007712082,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","node2vec",0.746803069053709,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_7","struc2vec",0.733298808907302,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_18","struc2vec",0.726326742976067,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_24","struc2vec",0.738414006179197,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_13","struc2vec",0.726420010422095,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_25","struc2vec",0.761760242792109,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_22","struc2vec",0.749615975422427,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_46","struc2vec",0.721552176192973,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_49","struc2vec",0.707805907172996,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_0","struc2vec",0.743682310469314,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_5","struc2vec",0.720626631853786,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_12","struc2vec",0.737764039155075,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_23","struc2vec",0.751274209989806,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_8","struc2vec",0.742034943473792,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_2","struc2vec",0.739063304168811,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_31","struc2vec",0.740740740740741,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_16","struc2vec",0.728414442700157,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_44","struc2vec",0.751787538304392,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_43","struc2vec",0.719289074751699,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_29","struc2vec",0.723004694835681,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_38","struc2vec",0.722513089005236,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_14","struc2vec",0.735157459989675,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_26","struc2vec",0.728971962616822,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","struc2vec",0.737713398861873,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","struc2vec",0.735799895779052,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","struc2vec",0.748201438848921,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","struc2vec",0.746161719549642,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","struc2vec",0.746161719549642,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","struc2vec",0.735858847950182,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","struc2vec",0.737764039155075,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","struc2vec",0.746161719549642,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","struc2vec",0.735810113519092,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","struc2vec",0.714285714285714,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","struc2vec",0.737113402061856,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","struc2vec",0.742798353909465,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","struc2vec",0.738414006179197,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","struc2vec",0.735370274469187,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","struc2vec",0.727272727272727,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","struc2vec",0.736678737713399,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","struc2vec",0.742798353909465,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","struc2vec",0.732776617954071,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","struc2vec",0.753948038716251,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","struc2vec",0.725848563968668,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","struc2vec",0.73978272115882,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","struc2vec",0.732540093119503,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","struc2vec",0.722627737226277,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","struc2vec",0.733195449844881,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","struc2vec",0.734229576008273,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","struc2vec",0.718619246861925,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","struc2vec",0.744233726294208,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","struc2vec",0.746803069053709,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_7","verse",0.777576853526221,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_18","verse",0.779898218829517,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_25","verse",0.800234329232572,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_24","verse",0.773523685918235,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_13","verse",0.790874524714829,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_22","verse",0.789964994165694,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_46","verse",0.771039603960396,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_5","verse",0.773480662983425,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_49","verse",0.775393419170243,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_0","verse",0.778840025493945,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_8","verse",0.802281368821293,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_12","verse",0.771068347710683,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_23","verse",0.792803970223325,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_2","verse",0.793769470404984,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_31","verse",0.790726052471019,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_44","verse",0.805522208883553,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_16","verse",0.780577750460971,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_43","verse",0.786063569682152,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_29","verse",0.769325153374233,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_38","verse",0.796992481203007,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_14","verse",0.826339573918657,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_26","verse",0.776014109347443,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_35","verse",0.770361298224127,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_19","verse",0.796620398310199,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_39","verse",0.802746566791511,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_32","verse",0.786885245901639,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_37","verse",0.775202780996524,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_20","verse",0.806372549019608,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_28","verse",0.794117647058823,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_47","verse",0.795427196149218,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_42","verse",0.775678866587957,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_34","verse",0.766559485530547,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_27","verse",0.786632390745501,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_36","verse",0.78239608801956,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_48","verse",0.790382244143033,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_4","verse",0.792339916217834,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_45","verse",0.773333333333333,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_17","verse",0.799040191961608,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_41","verse",0.80814312152992,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_10","verse",0.782825140012446,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_1","verse",0.780669144981413,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_21","verse",0.801435406698565,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_30","verse",0.769682726204465,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_6","verse",0.812144212523719,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_40","verse",0.796554009277667,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_11","verse",0.782451923076923,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_9","verse",0.78137128072445,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_15","verse",0.77363184079602,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_3","verse",0.792584009269988,"70-30"
"input_data/5_10_graphs_0.7g_0.3ng/graph_sample_33","verse",0.780996523754345,"70-30"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","spring",0.823353293413174,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","spring",0.834404349975284,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","spring",0.812883435582822,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","spring",0.832049306625578,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","spring",0.828828828828829,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","spring",0.819095477386935,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","spring",0.819787985865724,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","spring",0.821745948771563,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","spring",0.826199071686436,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","spring",0.822411205602801,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","spring",0.836929252383342,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","spring",0.810837932764676,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","spring",0.808167651800108,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","spring",0.833499501495513,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","spring",0.813197969543147,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","spring",0.832736572890026,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","spring",0.80507614213198,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","spring",0.82811698306824,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","spring",0.816305469556244,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","spring",0.82085020242915,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","spring",0.823588205897052,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","spring",0.817904374364191,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","spring",0.830432620586773,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","spring",0.812785388127854,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","spring",0.827245804540967,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","spring",0.822880080280983,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","spring",0.817851582771147,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","spring",0.810152284263959,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","spring",0.828313253012048,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","spring",0.805527123848516,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","spring",0.817862518815855,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","spring",0.810703666997027,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","spring",0.822122571001495,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","spring",0.824236354531798,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","spring",0.811475409836066,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","spring",0.824949698189135,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","spring",0.813848469643753,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","spring",0.823232323232323,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","spring",0.823589222165735,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","spring",0.831243972999036,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","spring",0.814814814814815,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","spring",0.823529411764706,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","spring",0.815407703851926,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","spring",0.815399802566634,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","spring",0.81515616999488,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","spring",0.822199383350463,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","spring",0.805141388174807,"60-40"
